couple	bande	mod	piege	code	date	order	family	genus	species	eff	session	Rspec	Rgen	Rspec_taxon	Rgen_taxon	code2	code3	codex
1	BE	00m	P	1BE00mP	20/6	Araneae	Lycosidae			35	1			Lycosidae__	Lycosidae_	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	20/6	Araneae	Tetragnathidae	Pachygnatha	degeeri	1	1	x	x	Tetragnathidae_Pachygnatha_degeeri	Tetragnathidae_Pachygnatha	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	20/6	Coleoptera	Carabidae	Amara	aenea	2	1	x	x	Carabidae_Amara_aenea	Carabidae_Amara	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	20/6	Coleoptera	Carabidae	Calathus	fuscipes	1	1	x	x	Carabidae_Calathus_fuscipes	Carabidae_Calathus	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	20/6	Coleoptera	Carabidae	Harpalus	affinis	1	1	x	x	Carabidae_Harpalus_affinis	Carabidae_Harpalus	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	20/6	Coleoptera	Carabidae	Harpalus	honestus	1	1	x	x	Carabidae_Harpalus_honestus	Carabidae_Harpalus	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	20/6	Coleoptera	Carabidae	Harpalus	pygmaeus	4	1	x	x	Carabidae_Harpalus_pygmaeus	Carabidae_Harpalus	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	20/6	Coleoptera	Carabidae	Stenolophus	teutonus	1	1	x	x	Carabidae_Stenolophus_teutonus	Carabidae_Stenolophus	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	20/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	20/6	Neuroptera				0	1			__	_	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	20/6	Opiliones	Phalangiidae	Phalangium	opilio	3	1	x	x	Phalangiidae_Phalangium_opilio	Phalangiidae_Phalangium	1BE00m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Araneae	Anyphaenidae			2	1			Anyphaenidae__	Anyphaenidae_	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Araneae	Gnaphosidae	Drassylus	pusillus	1	1	x	x	Gnaphosidae_Drassylus_pusillus	Gnaphosidae_Drassylus	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Araneae	Gnaphosidae			1	1			Gnaphosidae__	Gnaphosidae_	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Araneae	Linyphiidae	Mermessus	trilobatus	5	1	x	x	Linyphiidae_Mermessus_trilobatus	Linyphiidae_Mermessus	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Araneae	Linyphiidae	Tenuiphantes	sp.	2	1		x	Linyphiidae_Tenuiphantes_sp.	Linyphiidae_Tenuiphantes	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Araneae	Lycosidae	Pardosa	prativaga	1	1	x	x	Lycosidae_Pardosa_prativaga	Lycosidae_Pardosa	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Araneae	Lycosidae	Pardosa	proxima	1	1	x	x	Lycosidae_Pardosa_proxima	Lycosidae_Pardosa	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Araneae	Lycosidae	Pardosa	sp.	2	1		x	Lycosidae_Pardosa_sp.	Lycosidae_Pardosa	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Araneae	Lycosidae	Trochosa	robusta	1	1	x	x	Lycosidae_Trochosa_robusta	Lycosidae_Trochosa	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Araneae	Lycosidae	Xerolycosa	miniata	2	1	x	x	Lycosidae_Xerolycosa_miniata	Lycosidae_Xerolycosa	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Araneae	Lycosidae			1	1			Lycosidae__	Lycosidae_	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Araneae	Tetragnathidae	Pachygnatha	degeeri	8	1	x	x	Tetragnathidae_Pachygnatha_degeeri	Tetragnathidae_Pachygnatha	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Araneae	Tetragnathidae	Pachygnatha	sp.	3	1		x	Tetragnathidae_Pachygnatha_sp.	Tetragnathidae_Pachygnatha	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Coleoptera	Carabidae	Agonum	muelleri	1	1	x	x	Carabidae_Agonum_muelleri	Carabidae_Agonum	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Coleoptera	Carabidae	Amara	aenea	1	1	x	x	Carabidae_Amara_aenea	Carabidae_Amara	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Coleoptera	Carabidae	Harpalus	affinis	2	1	x	x	Carabidae_Harpalus_affinis	Carabidae_Harpalus	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Coleoptera	Carabidae	Harpalus	pygmaeus	10	1	x	x	Carabidae_Harpalus_pygmaeus	Carabidae_Harpalus	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Coleoptera	Carabidae	Olisthopus	fuscatus	1	1	x	x	Carabidae_Olisthopus_fuscatus	Carabidae_Olisthopus	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Neuroptera				0	1			__	_	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	20/6	Opiliones	Phalangiidae	Phalangium	opilio	1	1	x	x	Phalangiidae_Phalangium_opilio	Phalangiidae_Phalangium	1BE05m	1BE	1BEP
1	BE	20m	P	1BE20mP	20/6	Araneae	Linyphiidae	Mermessus	trilobatus	4	1	x	x	Linyphiidae_Mermessus_trilobatus	Linyphiidae_Mermessus	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	20/6	Araneae	Linyphiidae	Tenuiphantes	sp.	1	1		x	Linyphiidae_Tenuiphantes_sp.	Linyphiidae_Tenuiphantes	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	20/6	Araneae	Linyphiidae	Tenuiphantes	tenuis	1	1	x	x	Linyphiidae_Tenuiphantes_tenuis	Linyphiidae_Tenuiphantes	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	20/6	Araneae	Lycosidae	Pardosa	prativaga	2	1	x	x	Lycosidae_Pardosa_prativaga	Lycosidae_Pardosa	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	20/6	Araneae	Lycosidae	Pardosa	proxima	1	1	x	x	Lycosidae_Pardosa_proxima	Lycosidae_Pardosa	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	20/6	Araneae	Lycosidae	Pardosa	sp.	2	1		x	Lycosidae_Pardosa_sp.	Lycosidae_Pardosa	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	20/6	Araneae	Lycosidae	Xerolycosa	miniata	1	1	x	x	Lycosidae_Xerolycosa_miniata	Lycosidae_Xerolycosa	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	20/6	Araneae	Tetragnathidae	Pachygnatha	degeeri	10	1	x	x	Tetragnathidae_Pachygnatha_degeeri	Tetragnathidae_Pachygnatha	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	20/6	Araneae	Tetragnathidae	Pachygnatha	sp.	2	1		x	Tetragnathidae_Pachygnatha_sp.	Tetragnathidae_Pachygnatha	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	20/6	Coleoptera	Carabidae	Amara	aenea	1	1	x	x	Carabidae_Amara_aenea	Carabidae_Amara	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	20/6	Coleoptera	Carabidae	Calathus	fuscipes	2	1	x	x	Carabidae_Calathus_fuscipes	Carabidae_Calathus	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	20/6	Coleoptera	Carabidae	Harpalus	pygmaeus	12	1	x	x	Carabidae_Harpalus_pygmaeus	Carabidae_Harpalus	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	20/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	20/6	Neuroptera				0	1			__	_	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	20/6	Opiliones	Phalangiidae	Phalangium	opilio	1	1	x	x	Phalangiidae_Phalangium_opilio	Phalangiidae_Phalangium	1BE20m	1BE	1BEP
1	BF	00m	B	1BF00mB	22/6	Araneae	Araneidae			1	1			Araneidae__	Araneidae_	1BF00m	1BF	1BFB
1	BF	00m	B	1BF00mB	22/6	Araneae	Linyphiidae	Tenuiphantes	sp.	2	1		x	Linyphiidae_Tenuiphantes_sp.	Linyphiidae_Tenuiphantes	1BF00m	1BF	1BFB
1	BF	00m	B	1BF00mB	22/6	Araneae	Salticidae	Salticus	scenicus	1	1	x	x	Salticidae_Salticus_scenicus	Salticidae_Salticus	1BF00m	1BF	1BFB
1	BF	00m	B	1BF00mB	22/6	Araneae	Theridiidae			1	1			Theridiidae__	Theridiidae_	1BF00m	1BF	1BFB
1	BF	00m	B	1BF00mB	22/6	Araneae	Thomisidae	Synema	globosum	1	1	x	x	Thomisidae_Synema_globosum	Thomisidae_Synema	1BF00m	1BF	1BFB
1	BF	00m	B	1BF00mB	22/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	1BF00m	1BF	1BFB
1	BF	00m	B	1BF00mB	22/6	Neuroptera				0	1			__	_	1BF00m	1BF	1BFB
1	BF	00m	B	1BF00mB	22/6	Opiliones	Phalangiidae	Phalangium	opilio	2	1	x	x	Phalangiidae_Phalangium_opilio	Phalangiidae_Phalangium	1BF00m	1BF	1BFB
1	BF	05m	B	1BF05mB	22/6	Araneae	Linyphiidae			1	1			Linyphiidae__	Linyphiidae_	1BF05m	1BF	1BFB
1	BF	05m	B	1BF05mB	22/6	Araneae	Philodromidae	Philodromus	sp.	1	1		x	Philodromidae_Philodromus_sp.	Philodromidae_Philodromus	1BF05m	1BF	1BFB
1	BF	05m	B	1BF05mB	22/6	Araneae	Salticidae	Salticus	sp.	2	1		x	Salticidae_Salticus_sp.	Salticidae_Salticus	1BF05m	1BF	1BFB
1	BF	05m	B	1BF05mB	22/6	Araneae	Thomisidae	Xysticus	sp.	2	1		x	Thomisidae_Xysticus_sp.	Thomisidae_Xysticus	1BF05m	1BF	1BFB
1	BF	05m	B	1BF05mB	22/6	Dermaptera	Forficulidae	Forficula	auricularia	2	1	x	x	Forficulidae_Forficula_auricularia	Forficulidae_Forficula	1BF05m	1BF	1BFB
1	BF	05m	B	1BF05mB	22/6	Neuroptera				0	1			__	_	1BF05m	1BF	1BFB
1	BF	05m	B	1BF05mB	22/6	Opiliones	Phalangiidae			2	1			Phalangiidae__	Phalangiidae_	1BF05m	1BF	1BFB
1	BF	20m	B	1BF20mB	22/6	Araneae	Linyphiidae			1	1			Linyphiidae__	Linyphiidae_	1BF20m	1BF	1BFB
1	BF	20m	B	1BF20mB	22/6	Araneae	Salticidae	Pseudeuophrys	sp.	1	1		x	Salticidae_Pseudeuophrys_sp.	Salticidae_Pseudeuophrys	1BF20m	1BF	1BFB
1	BF	20m	B	1BF20mB	22/6	Araneae	Salticidae	Salticus	scenicus	1	1	x	x	Salticidae_Salticus_scenicus	Salticidae_Salticus	1BF20m	1BF	1BFB
1	BF	20m	B	1BF20mB	22/6	Araneae	Theridiidae			1	1			Theridiidae__	Theridiidae_	1BF20m	1BF	1BFB
1	BF	20m	B	1BF20mB	22/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	1BF20m	1BF	1BFB
1	BF	20m	B	1BF20mB	22/6	Neuroptera				0	1			__	_	1BF20m	1BF	1BFB
1	BF	20m	B	1BF20mB	22/6	Opiliones	Phalangiidae			1	1			Phalangiidae__	Phalangiidae_	1BF20m	1BF	1BFB
1	BF	00m	F	1BF00mF	22/6	Araneae	Thomisidae	Xysticus	sp.	1	1		x	Thomisidae_Xysticus_sp.	Thomisidae_Xysticus	1BF00m	1BF	1BFF
1	BF	00m	F	1BF00mF	22/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	1BF00m	1BF	1BFF
1	BF	00m	F	1BF00mF	22/6	Neuroptera				0	1			__	_	1BF00m	1BF	1BFF
1	BF	00m	F	1BF00mF	22/6	Opiliones				0	1			__	_	1BF00m	1BF	1BFF
1	BF	00m	P	1BF00mP	20/6	Araneae	Linyphiidae	Tenuiphantes	tenuis	1	1	x	x	Linyphiidae_Tenuiphantes_tenuis	Linyphiidae_Tenuiphantes	1BF00m	1BF	1BFP
1	BF	00m	P	1BF00mP	20/6	Araneae	Lycosidae	Pardosa	proxima	3	1	x	x	Lycosidae_Pardosa_proxima	Lycosidae_Pardosa	1BF00m	1BF	1BFP
1	BF	00m	P	1BF00mP	20/6	Araneae	Lycosidae	Pardosa	sp.	4	1		x	Lycosidae_Pardosa_sp.	Lycosidae_Pardosa	1BF00m	1BF	1BFP
1	BF	00m	P	1BF00mP	20/6	Araneae	Lycosidae	Xerolycosa	miniata	5	1	x	x	Lycosidae_Xerolycosa_miniata	Lycosidae_Xerolycosa	1BF00m	1BF	1BFP
1	BF	00m	P	1BF00mP	20/6	Araneae	Lycosidae			7	1			Lycosidae__	Lycosidae_	1BF00m	1BF	1BFP
1	BF	00m	P	1BF00mP	20/6	Araneae	Tetragnathidae	Pachygnatha	degeeri	1	1	x	x	Tetragnathidae_Pachygnatha_degeeri	Tetragnathidae_Pachygnatha	1BF00m	1BF	1BFP
1	BF	00m	P	1BF00mP	20/6	Coleoptera	Carabidae	Amara	aenea	1	1	x	x	Carabidae_Amara_aenea	Carabidae_Amara	1BF00m	1BF	1BFP
1	BF	00m	P	1BF00mP	20/6	Coleoptera	Carabidae	Harpalus	pygmaeus	1	1	x	x	Carabidae_Harpalus_pygmaeus	Carabidae_Harpalus	1BF00m	1BF	1BFP
1	BF	00m	P	1BF00mP	20/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	1BF00m	1BF	1BFP
1	BF	00m	P	1BF00mP	20/6	Neuroptera				0	1			__	_	1BF00m	1BF	1BFP
1	BF	00m	P	1BF00mP	20/6	Opiliones	Phalangiidae			1	1			Phalangiidae__	Phalangiidae_	1BF00m	1BF	1BFP
1	BF	00m	P	1BF00mP	20/6	Opiliones				0	1			__	_	1BF00m	1BF	1BFP
1	BF	05m	P	1BF05mP	20/6	Araneae	Lycosidae	Pardosa	proxima	2	1	x	x	Lycosidae_Pardosa_proxima	Lycosidae_Pardosa	1BF05m	1BF	1BFP
1	BF	05m	P	1BF05mP	20/6	Araneae	Lycosidae	Pardosa	sp.	6	1		x	Lycosidae_Pardosa_sp.	Lycosidae_Pardosa	1BF05m	1BF	1BFP
1	BF	05m	P	1BF05mP	20/6	Araneae	Lycosidae	Trochosa	sp.	3	1		x	Lycosidae_Trochosa_sp.	Lycosidae_Trochosa	1BF05m	1BF	1BFP
1	BF	05m	P	1BF05mP	20/6	Araneae	Lycosidae	Xerolycosa	miniata	4	1	x	x	Lycosidae_Xerolycosa_miniata	Lycosidae_Xerolycosa	1BF05m	1BF	1BFP
1	BF	05m	P	1BF05mP	20/6	Araneae	Lycosidae			7	1			Lycosidae__	Lycosidae_	1BF05m	1BF	1BFP
1	BF	05m	P	1BF05mP	20/6	Araneae	Tetragnathidae	Pachygnatha	degeeri	4	1	x	x	Tetragnathidae_Pachygnatha_degeeri	Tetragnathidae_Pachygnatha	1BF05m	1BF	1BFP
1	BF	05m	P	1BF05mP	20/6	Coleoptera	Carabidae			0	1			Carabidae__	Carabidae_	1BF05m	1BF	1BFP
1	BF	05m	P	1BF05mP	20/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	1BF05m	1BF	1BFP
1	BF	05m	P	1BF05mP	20/6	Neuroptera				0	1			__	_	1BF05m	1BF	1BFP
1	BF	05m	P	1BF05mP	20/6	Opiliones	Phalangiidae	Phalangium	opilio	1	1	x	x	Phalangiidae_Phalangium_opilio	Phalangiidae_Phalangium	1BF05m	1BF	1BFP
1	BF	05m	P	1BF05mP	20/6	Opiliones	Phalangiidae			1	1			Phalangiidae__	Phalangiidae_	1BF05m	1BF	1BFP
1	BF	20m	P	1BF20mP	20/6	Araneae	Gnaphosidae	Civizelotes	civicus	1	1	x	x	Gnaphosidae_Civizelotes_civicus	Gnaphosidae_Civizelotes	1BF20m	1BF	1BFP
1	BF	20m	P	1BF20mP	20/6	Araneae	Gnaphosidae			1	1			Gnaphosidae__	Gnaphosidae_	1BF20m	1BF	1BFP
1	BF	20m	P	1BF20mP	20/6	Araneae	Linyphiidae	Pelecopsis	parallela	2	1	x	x	Linyphiidae_Pelecopsis_parallela	Linyphiidae_Pelecopsis	1BF20m	1BF	1BFP
1	BF	20m	P	1BF20mP	20/6	Araneae	Lycosidae	Pardosa	prativaga	1	1	x	x	Lycosidae_Pardosa_prativaga	Lycosidae_Pardosa	1BF20m	1BF	1BFP
1	BF	20m	P	1BF20mP	20/6	Araneae	Lycosidae	Pardosa	proxima	6	1	x	x	Lycosidae_Pardosa_proxima	Lycosidae_Pardosa	1BF20m	1BF	1BFP
1	BF	20m	P	1BF20mP	20/6	Araneae	Lycosidae	Pardosa	sp.	4	1		x	Lycosidae_Pardosa_sp.	Lycosidae_Pardosa	1BF20m	1BF	1BFP
1	BF	20m	P	1BF20mP	20/6	Araneae	Lycosidae	Trochosa	sp.	1	1		x	Lycosidae_Trochosa_sp.	Lycosidae_Trochosa	1BF20m	1BF	1BFP
1	BF	20m	P	1BF20mP	20/6	Araneae	Lycosidae	Xerolycosa	miniata	3	1	x	x	Lycosidae_Xerolycosa_miniata	Lycosidae_Xerolycosa	1BF20m	1BF	1BFP
1	BF	20m	P	1BF20mP	20/6	Araneae	Lycosidae			5	1			Lycosidae__	Lycosidae_	1BF20m	1BF	1BFP
1	BF	20m	P	1BF20mP	20/6	Araneae	Thomisidae	Xysticus	sp.	1	1		x	Thomisidae_Xysticus_sp.	Thomisidae_Xysticus	1BF20m	1BF	1BFP
1	BF	20m	P	1BF20mP	20/6	Coleoptera	Carabidae	Calathus	fuscipes	1	1	x	x	Carabidae_Calathus_fuscipes	Carabidae_Calathus	1BF20m	1BF	1BFP
1	BF	20m	P	1BF20mP	20/6	Coleoptera	Carabidae	Harpalus	pygmaeus	5	1	x	x	Carabidae_Harpalus_pygmaeus	Carabidae_Harpalus	1BF20m	1BF	1BFP
1	BF	20m	P	1BF20mP	20/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	1BF20m	1BF	1BFP
1	BF	20m	P	1BF20mP	20/6	Neuroptera				0	1			__	_	1BF20m	1BF	1BFP
1	BF	20m	P	1BF20mP	20/6	Opiliones	Phalangiidae	Phalangium	opilio	1	1	x	x	Phalangiidae_Phalangium_opilio	Phalangiidae_Phalangium	1BF20m	1BF	1BFP
2	BE	00m	B	2BE00mB	19/6	Araneae	Linyphiidae	Mermessus	trilobatus	1	1	x	x	Linyphiidae_Mermessus_trilobatus	Linyphiidae_Mermessus	2BE00m	2BE	2BEB
2	BE	00m	B	2BE00mB	19/6	Araneae	Linyphiidae			1	1			Linyphiidae__	Linyphiidae_	2BE00m	2BE	2BEB
2	BE	00m	B	2BE00mB	19/6	Araneae	Salticidae	Leptorchestes	sp.	2	1		x	Salticidae_Leptorchestes_sp.	Salticidae_Leptorchestes	2BE00m	2BE	2BEB
2	BE	00m	B	2BE00mB	19/6	Araneae	Salticidae	Pseudicius	encarpatus	1	1	x	x	Salticidae_Pseudicius_encarpatus	Salticidae_Pseudicius	2BE00m	2BE	2BEB
2	BE	00m	B	2BE00mB	19/6	Araneae	Thomisidae	Xysticus	sp.	2	1		x	Thomisidae_Xysticus_sp.	Thomisidae_Xysticus	2BE00m	2BE	2BEB
2	BE	00m	B	2BE00mB	19/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	2BE00m	2BE	2BEB
2	BE	00m	B	2BE00mB	19/6	Neuroptera				0	1			__	_	2BE00m	2BE	2BEB
2	BE	00m	B	2BE00mB	19/6	Opiliones				0	1			__	_	2BE00m	2BE	2BEB
2	BE	05m	B	2BE05mB	19/6	Araneae	Linyphiidae	Bathyphantes	gracilis	1	1	x	x	Linyphiidae_Bathyphantes_gracilis	Linyphiidae_Bathyphantes	2BE05m	2BE	2BEB
2	BE	05m	B	2BE05mB	19/6	Araneae	Salticidae	Leptorchestes	sp.	1	1		x	Salticidae_Leptorchestes_sp.	Salticidae_Leptorchestes	2BE05m	2BE	2BEB
2	BE	05m	B	2BE05mB	19/6	Araneae	Salticidae	Pseudeuophrys	erratica	1	1	x	x	Salticidae_Pseudeuophrys_erratica	Salticidae_Pseudeuophrys	2BE05m	2BE	2BEB
2	BE	05m	B	2BE05mB	19/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	2BE05m	2BE	2BEB
2	BE	05m	B	2BE05mB	19/6	Neuroptera				0	1			__	_	2BE05m	2BE	2BEB
2	BE	05m	B	2BE05mB	19/6	Opiliones				0	1			__	_	2BE05m	2BE	2BEB
2	BE	20m	B	2BE20mB	19/6	Araneae	Araneidae	Nuctenea	umbratica	1	1	x	x	Araneidae_Nuctenea_umbratica	Araneidae_Nuctenea	2BE20m	2BE	2BEB
2	BE	20m	B	2BE20mB	19/6	Araneae	Araneidae			2	1			Araneidae__	Araneidae_	2BE20m	2BE	2BEB
2	BE	20m	B	2BE20mB	19/6	Araneae	Linyphiidae	Tenuiphantes	sp.	1	1		x	Linyphiidae_Tenuiphantes_sp.	Linyphiidae_Tenuiphantes	2BE20m	2BE	2BEB
2	BE	20m	B	2BE20mB	19/6	Araneae	Salticidae	Leptorchestes	berolinensis	1	1	x	x	Salticidae_Leptorchestes_berolinensis	Salticidae_Leptorchestes	2BE20m	2BE	2BEB
2	BE	20m	B	2BE20mB	19/6	Araneae	Salticidae	Pseudeuophrys	erratica	1	1	x	x	Salticidae_Pseudeuophrys_erratica	Salticidae_Pseudeuophrys	2BE20m	2BE	2BEB
2	BE	20m	B	2BE20mB	19/6	Araneae	Thomisidae	Xysticus	sp.	1	1		x	Thomisidae_Xysticus_sp.	Thomisidae_Xysticus	2BE20m	2BE	2BEB
2	BE	20m	B	2BE20mB	19/6	Araneae				2	1			__	_	2BE20m	2BE	2BEB
2	BE	20m	B	2BE20mB	19/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	2BE20m	2BE	2BEB
2	BE	20m	B	2BE20mB	19/6	Neuroptera				0	1			__	_	2BE20m	2BE	2BEB
2	BE	20m	B	2BE20mB	19/6	Opiliones				0	1			__	_	2BE20m	2BE	2BEB
