"","couple","bande","mod","piege","code","date","order","family","genus","species","eff","session","Rspec","Rgen","Rspec_taxon","Rgen_taxon","code2","code3","codex","genus_sp","code2_session","taxon","codeRs"
"16","1","BE","20m","B","1BE20mB","22/6","Neuroptera","","","",0,"1","","","__","_","1BE20m","1BE","1BEB"," ","1BE20m 1","Neuroptera___","O_Neuroptera___"
"17","1","BE","20m","B","1BE20mB","22/6","Opiliones","","","",0,"1","","","__","_","1BE20m","1BE","1BEB"," ","1BE20m 1","Opiliones___","O_Opiliones___"
"18","1","BE","00m","F","1BE00mF","22/6","Araneae","","","",0,"1","","","__","_","1BE00m","1BE","1BEF"," ","1BE00m 1","Araneae___","O_Araneae___"
"19","1","BE","00m","F","1BE00mF","22/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","1BE00m","1BE","1BEF"," ","1BE00m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__"
"20","1","BE","00m","F","1BE00mF","22/6","Neuroptera","","","",0,"1","","","__","_","1BE00m","1BE","1BEF"," ","1BE00m 1","Neuroptera___","O_Neuroptera___"
"21","1","BE","00m","F","1BE00mF","22/6","Opiliones","","","",0,"1","","","__","_","1BE00m","1BE","1BEF"," ","1BE00m 1","Opiliones___","O_Opiliones___"
"22","1","BE","00m","P","1BE00mP","20/6","Araneae","Linyphiidae","Agyneta","rurestris",1,"1","x","x","Linyphiidae_Agyneta_rurestris","Linyphiidae_Agyneta","1BE00m","1BE","1BEP","Agyneta rurestris","1BE00m 1","Araneae_Linyphiidae_Agyneta_rurestris","S_Araneae_Linyphiidae_Agyneta_rurestris"
"23","1","BE","00m","P","1BE00mP","20/6","Araneae","Linyphiidae","Mermessus","trilobatus",1,"1","x","x","Linyphiidae_Mermessus_trilobatus","Linyphiidae_Mermessus","1BE00m","1BE","1BEP","Mermessus trilobatus","1BE00m 1","Araneae_Linyphiidae_Mermessus_trilobatus","S_Araneae_Linyphiidae_Mermessus_trilobatus"
"24","1","BE","00m","P","1BE00mP","20/6","Araneae","Linyphiidae","Pelecopsis","parallela",1,"1","x","x","Linyphiidae_Pelecopsis_parallela","Linyphiidae_Pelecopsis","1BE00m","1BE","1BEP","Pelecopsis parallela","1BE00m 1","Araneae_Linyphiidae_Pelecopsis_parallela","S_Araneae_Linyphiidae_Pelecopsis_parallela"
"25","1","BE","00m","P","1BE00mP","20/6","Araneae","Linyphiidae","Tenuiphantes","tenuis",1,"1","x","x","Linyphiidae_Tenuiphantes_tenuis","Linyphiidae_Tenuiphantes","1BE00m","1BE","1BEP","Tenuiphantes tenuis","1BE00m 1","Araneae_Linyphiidae_Tenuiphantes_tenuis","S_Araneae_Linyphiidae_Tenuiphantes_tenuis"
"26","1","BE","00m","P","1BE00mP","20/6","Araneae","Lycosidae","Pardosa","proxima",2,"1","x","x","Lycosidae_Pardosa_proxima","Lycosidae_Pardosa","1BE00m","1BE","1BEP","Pardosa proxima","1BE00m 1","Araneae_Lycosidae_Pardosa_proxima","S_Araneae_Lycosidae_Pardosa_proxima"
"27","1","BE","00m","P","1BE00mP","20/6","Araneae","Lycosidae","Pardosa","sp.",3,"1","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","1BE00m","1BE","1BEP","Pardosa sp.","1BE00m 1","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp."
"28","1","BE","00m","P","1BE00mP","20/6","Araneae","Lycosidae","Trochosa","robusta",1,"1","x","x","Lycosidae_Trochosa_robusta","Lycosidae_Trochosa","1BE00m","1BE","1BEP","Trochosa robusta","1BE00m 1","Araneae_Lycosidae_Trochosa_robusta","S_Araneae_Lycosidae_Trochosa_robusta"
"29","1","BE","00m","P","1BE00mP","20/6","Araneae","Lycosidae","Xerolycosa","miniata",7,"1","x","x","Lycosidae_Xerolycosa_miniata","Lycosidae_Xerolycosa","1BE00m","1BE","1BEP","Xerolycosa miniata","1BE00m 1","Araneae_Lycosidae_Xerolycosa_miniata","S_Araneae_Lycosidae_Xerolycosa_miniata"
"30","1","BE","00m","P","1BE00mP","20/6","Araneae","Lycosidae","","",35,"1","","","Lycosidae__","Lycosidae_","1BE00m","1BE","1BEP"," ","1BE00m 1","Araneae_Lycosidae__","F_Araneae_Lycosidae__"
"31","1","BE","00m","P","1BE00mP","20/6","Araneae","Tetragnathidae","Pachygnatha","degeeri",1,"1","x","x","Tetragnathidae_Pachygnatha_degeeri","Tetragnathidae_Pachygnatha","1BE00m","1BE","1BEP","Pachygnatha degeeri","1BE00m 1","Araneae_Tetragnathidae_Pachygnatha_degeeri","S_Araneae_Tetragnathidae_Pachygnatha_degeeri"
"32","1","BE","00m","P","1BE00mP","20/6","Coleoptera","Carabidae","Amara","aenea",2,"1","x","x","Carabidae_Amara_aenea","Carabidae_Amara","1BE00m","1BE","1BEP","Amara aenea","1BE00m 1","Coleoptera_Carabidae_Amara_aenea","S_Coleoptera_Carabidae_Amara_aenea"
"33","1","BE","00m","P","1BE00mP","20/6","Coleoptera","Carabidae","Calathus","fuscipes",1,"1","x","x","Carabidae_Calathus_fuscipes","Carabidae_Calathus","1BE00m","1BE","1BEP","Calathus fuscipes","1BE00m 1","Coleoptera_Carabidae_Calathus_fuscipes","S_Coleoptera_Carabidae_Calathus_fuscipes"
"34","1","BE","00m","P","1BE00mP","20/6","Coleoptera","Carabidae","Harpalus","affinis",1,"1","x","x","Carabidae_Harpalus_affinis","Carabidae_Harpalus","1BE00m","1BE","1BEP","Harpalus affinis","1BE00m 1","Coleoptera_Carabidae_Harpalus_affinis","S_Coleoptera_Carabidae_Harpalus_affinis"
"35","1","BE","00m","P","1BE00mP","20/6","Coleoptera","Carabidae","Harpalus","honestus",1,"1","x","x","Carabidae_Harpalus_honestus","Carabidae_Harpalus","1BE00m","1BE","1BEP","Harpalus honestus","1BE00m 1","Coleoptera_Carabidae_Harpalus_honestus","S_Coleoptera_Carabidae_Harpalus_honestus"
"36","1","BE","00m","P","1BE00mP","20/6","Coleoptera","Carabidae","Harpalus","pygmaeus",4,"1","x","x","Carabidae_Harpalus_pygmaeus","Carabidae_Harpalus","1BE00m","1BE","1BEP","Harpalus pygmaeus","1BE00m 1","Coleoptera_Carabidae_Harpalus_pygmaeus","S_Coleoptera_Carabidae_Harpalus_pygmaeus"
"37","1","BE","00m","P","1BE00mP","20/6","Coleoptera","Carabidae","Stenolophus","teutonus",1,"1","x","x","Carabidae_Stenolophus_teutonus","Carabidae_Stenolophus","1BE00m","1BE","1BEP","Stenolophus teutonus","1BE00m 1","Coleoptera_Carabidae_Stenolophus_teutonus","S_Coleoptera_Carabidae_Stenolophus_teutonus"
"38","1","BE","00m","P","1BE00mP","20/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","1BE00m","1BE","1BEP"," ","1BE00m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__"
"39","1","BE","00m","P","1BE00mP","20/6","Neuroptera","","","",0,"1","","","__","_","1BE00m","1BE","1BEP"," ","1BE00m 1","Neuroptera___","O_Neuroptera___"
"40","1","BE","00m","P","1BE00mP","20/6","Opiliones","Phalangiidae","Phalangium","opilio",3,"1","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","1BE00m","1BE","1BEP","Phalangium opilio","1BE00m 1","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio"
"41","1","BE","05m","P","1BE05mP","20/6","Araneae","Anyphaenidae","","",2,"1","","","Anyphaenidae__","Anyphaenidae_","1BE05m","1BE","1BEP"," ","1BE05m 1","Araneae_Anyphaenidae__","F_Araneae_Anyphaenidae__"
"42","1","BE","05m","P","1BE05mP","20/6","Araneae","Gnaphosidae","Drassylus","pusillus",1,"1","x","x","Gnaphosidae_Drassylus_pusillus","Gnaphosidae_Drassylus","1BE05m","1BE","1BEP","Drassylus pusillus","1BE05m 1","Araneae_Gnaphosidae_Drassylus_pusillus","S_Araneae_Gnaphosidae_Drassylus_pusillus"
"43","1","BE","05m","P","1BE05mP","20/6","Araneae","Gnaphosidae","","",1,"1","","","Gnaphosidae__","Gnaphosidae_","1BE05m","1BE","1BEP"," ","1BE05m 1","Araneae_Gnaphosidae__","F_Araneae_Gnaphosidae__"
"44","1","BE","05m","P","1BE05mP","20/6","Araneae","Linyphiidae","Mermessus","trilobatus",5,"1","x","x","Linyphiidae_Mermessus_trilobatus","Linyphiidae_Mermessus","1BE05m","1BE","1BEP","Mermessus trilobatus","1BE05m 1","Araneae_Linyphiidae_Mermessus_trilobatus","S_Araneae_Linyphiidae_Mermessus_trilobatus"
"45","1","BE","05m","P","1BE05mP","20/6","Araneae","Linyphiidae","Tenuiphantes","sp.",2,"1","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","1BE05m","1BE","1BEP","Tenuiphantes sp.","1BE05m 1","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp."
"46","1","BE","05m","P","1BE05mP","20/6","Araneae","Lycosidae","Pardosa","prativaga",1,"1","x","x","Lycosidae_Pardosa_prativaga","Lycosidae_Pardosa","1BE05m","1BE","1BEP","Pardosa prativaga","1BE05m 1","Araneae_Lycosidae_Pardosa_prativaga","S_Araneae_Lycosidae_Pardosa_prativaga"
"47","1","BE","05m","P","1BE05mP","20/6","Araneae","Lycosidae","Pardosa","proxima",1,"1","x","x","Lycosidae_Pardosa_proxima","Lycosidae_Pardosa","1BE05m","1BE","1BEP","Pardosa proxima","1BE05m 1","Araneae_Lycosidae_Pardosa_proxima","S_Araneae_Lycosidae_Pardosa_proxima"
"48","1","BE","05m","P","1BE05mP","20/6","Araneae","Lycosidae","Pardosa","sp.",2,"1","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","1BE05m","1BE","1BEP","Pardosa sp.","1BE05m 1","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp."
"49","1","BE","05m","P","1BE05mP","20/6","Araneae","Lycosidae","Trochosa","robusta",1,"1","x","x","Lycosidae_Trochosa_robusta","Lycosidae_Trochosa","1BE05m","1BE","1BEP","Trochosa robusta","1BE05m 1","Araneae_Lycosidae_Trochosa_robusta","S_Araneae_Lycosidae_Trochosa_robusta"
"50","1","BE","05m","P","1BE05mP","20/6","Araneae","Lycosidae","Xerolycosa","miniata",2,"1","x","x","Lycosidae_Xerolycosa_miniata","Lycosidae_Xerolycosa","1BE05m","1BE","1BEP","Xerolycosa miniata","1BE05m 1","Araneae_Lycosidae_Xerolycosa_miniata","S_Araneae_Lycosidae_Xerolycosa_miniata"
"51","1","BE","05m","P","1BE05mP","20/6","Araneae","Lycosidae","","",1,"1","","","Lycosidae__","Lycosidae_","1BE05m","1BE","1BEP"," ","1BE05m 1","Araneae_Lycosidae__","F_Araneae_Lycosidae__"
"52","1","BE","05m","P","1BE05mP","20/6","Araneae","Tetragnathidae","Pachygnatha","degeeri",8,"1","x","x","Tetragnathidae_Pachygnatha_degeeri","Tetragnathidae_Pachygnatha","1BE05m","1BE","1BEP","Pachygnatha degeeri","1BE05m 1","Araneae_Tetragnathidae_Pachygnatha_degeeri","S_Araneae_Tetragnathidae_Pachygnatha_degeeri"
"53","1","BE","05m","P","1BE05mP","20/6","Araneae","Tetragnathidae","Pachygnatha","sp.",3,"1","","x","Tetragnathidae_Pachygnatha_sp.","Tetragnathidae_Pachygnatha","1BE05m","1BE","1BEP","Pachygnatha sp.","1BE05m 1","Araneae_Tetragnathidae_Pachygnatha_sp.","G_Araneae_Tetragnathidae_Pachygnatha_sp."
"54","1","BE","05m","P","1BE05mP","20/6","Coleoptera","Carabidae","Agonum","muelleri",1,"1","x","x","Carabidae_Agonum_muelleri","Carabidae_Agonum","1BE05m","1BE","1BEP","Agonum muelleri","1BE05m 1","Coleoptera_Carabidae_Agonum_muelleri","S_Coleoptera_Carabidae_Agonum_muelleri"
"55","1","BE","05m","P","1BE05mP","20/6","Coleoptera","Carabidae","Amara","aenea",1,"1","x","x","Carabidae_Amara_aenea","Carabidae_Amara","1BE05m","1BE","1BEP","Amara aenea","1BE05m 1","Coleoptera_Carabidae_Amara_aenea","S_Coleoptera_Carabidae_Amara_aenea"
"56","1","BE","05m","P","1BE05mP","20/6","Coleoptera","Carabidae","Harpalus","affinis",2,"1","x","x","Carabidae_Harpalus_affinis","Carabidae_Harpalus","1BE05m","1BE","1BEP","Harpalus affinis","1BE05m 1","Coleoptera_Carabidae_Harpalus_affinis","S_Coleoptera_Carabidae_Harpalus_affinis"
"57","1","BE","05m","P","1BE05mP","20/6","Coleoptera","Carabidae","Harpalus","pygmaeus",10,"1","x","x","Carabidae_Harpalus_pygmaeus","Carabidae_Harpalus","1BE05m","1BE","1BEP","Harpalus pygmaeus","1BE05m 1","Coleoptera_Carabidae_Harpalus_pygmaeus","S_Coleoptera_Carabidae_Harpalus_pygmaeus"
"58","1","BE","05m","P","1BE05mP","20/6","Coleoptera","Carabidae","Olisthopus","fuscatus",1,"1","x","x","Carabidae_Olisthopus_fuscatus","Carabidae_Olisthopus","1BE05m","1BE","1BEP","Olisthopus fuscatus","1BE05m 1","Coleoptera_Carabidae_Olisthopus_fuscatus","S_Coleoptera_Carabidae_Olisthopus_fuscatus"
"59","1","BE","05m","P","1BE05mP","20/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","1BE05m","1BE","1BEP"," ","1BE05m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__"
"60","1","BE","05m","P","1BE05mP","20/6","Neuroptera","","","",0,"1","","","__","_","1BE05m","1BE","1BEP"," ","1BE05m 1","Neuroptera___","O_Neuroptera___"
"61","1","BE","05m","P","1BE05mP","20/6","Opiliones","Phalangiidae","Phalangium","opilio",1,"1","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","1BE05m","1BE","1BEP","Phalangium opilio","1BE05m 1","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio"
"62","1","BE","20m","P","1BE20mP","20/6","Araneae","Linyphiidae","Mermessus","trilobatus",4,"1","x","x","Linyphiidae_Mermessus_trilobatus","Linyphiidae_Mermessus","1BE20m","1BE","1BEP","Mermessus trilobatus","1BE20m 1","Araneae_Linyphiidae_Mermessus_trilobatus","S_Araneae_Linyphiidae_Mermessus_trilobatus"
"63","1","BE","20m","P","1BE20mP","20/6","Araneae","Linyphiidae","Tenuiphantes","sp.",1,"1","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","1BE20m","1BE","1BEP","Tenuiphantes sp.","1BE20m 1","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp."
"64","1","BE","20m","P","1BE20mP","20/6","Araneae","Linyphiidae","Tenuiphantes","tenuis",1,"1","x","x","Linyphiidae_Tenuiphantes_tenuis","Linyphiidae_Tenuiphantes","1BE20m","1BE","1BEP","Tenuiphantes tenuis","1BE20m 1","Araneae_Linyphiidae_Tenuiphantes_tenuis","S_Araneae_Linyphiidae_Tenuiphantes_tenuis"
"65","1","BE","20m","P","1BE20mP","20/6","Araneae","Lycosidae","Pardosa","prativaga",2,"1","x","x","Lycosidae_Pardosa_prativaga","Lycosidae_Pardosa","1BE20m","1BE","1BEP","Pardosa prativaga","1BE20m 1","Araneae_Lycosidae_Pardosa_prativaga","S_Araneae_Lycosidae_Pardosa_prativaga"
"66","1","BE","20m","P","1BE20mP","20/6","Araneae","Lycosidae","Pardosa","proxima",1,"1","x","x","Lycosidae_Pardosa_proxima","Lycosidae_Pardosa","1BE20m","1BE","1BEP","Pardosa proxima","1BE20m 1","Araneae_Lycosidae_Pardosa_proxima","S_Araneae_Lycosidae_Pardosa_proxima"
"67","1","BE","20m","P","1BE20mP","20/6","Araneae","Lycosidae","Pardosa","sp.",2,"1","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","1BE20m","1BE","1BEP","Pardosa sp.","1BE20m 1","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp."
"68","1","BE","20m","P","1BE20mP","20/6","Araneae","Lycosidae","Xerolycosa","miniata",1,"1","x","x","Lycosidae_Xerolycosa_miniata","Lycosidae_Xerolycosa","1BE20m","1BE","1BEP","Xerolycosa miniata","1BE20m 1","Araneae_Lycosidae_Xerolycosa_miniata","S_Araneae_Lycosidae_Xerolycosa_miniata"
"69","1","BE","20m","P","1BE20mP","20/6","Araneae","Tetragnathidae","Pachygnatha","degeeri",10,"1","x","x","Tetragnathidae_Pachygnatha_degeeri","Tetragnathidae_Pachygnatha","1BE20m","1BE","1BEP","Pachygnatha degeeri","1BE20m 1","Araneae_Tetragnathidae_Pachygnatha_degeeri","S_Araneae_Tetragnathidae_Pachygnatha_degeeri"
"70","1","BE","20m","P","1BE20mP","20/6","Araneae","Tetragnathidae","Pachygnatha","sp.",2,"1","","x","Tetragnathidae_Pachygnatha_sp.","Tetragnathidae_Pachygnatha","1BE20m","1BE","1BEP","Pachygnatha sp.","1BE20m 1","Araneae_Tetragnathidae_Pachygnatha_sp.","G_Araneae_Tetragnathidae_Pachygnatha_sp."
"71","1","BE","20m","P","1BE20mP","20/6","Coleoptera","Carabidae","Amara","aenea",1,"1","x","x","Carabidae_Amara_aenea","Carabidae_Amara","1BE20m","1BE","1BEP","Amara aenea","1BE20m 1","Coleoptera_Carabidae_Amara_aenea","S_Coleoptera_Carabidae_Amara_aenea"
"72","1","BE","20m","P","1BE20mP","20/6","Coleoptera","Carabidae","Calathus","fuscipes",2,"1","x","x","Carabidae_Calathus_fuscipes","Carabidae_Calathus","1BE20m","1BE","1BEP","Calathus fuscipes","1BE20m 1","Coleoptera_Carabidae_Calathus_fuscipes","S_Coleoptera_Carabidae_Calathus_fuscipes"
"73","1","BE","20m","P","1BE20mP","20/6","Coleoptera","Carabidae","Harpalus","pygmaeus",12,"1","x","x","Carabidae_Harpalus_pygmaeus","Carabidae_Harpalus","1BE20m","1BE","1BEP","Harpalus pygmaeus","1BE20m 1","Coleoptera_Carabidae_Harpalus_pygmaeus","S_Coleoptera_Carabidae_Harpalus_pygmaeus"
"74","1","BE","20m","P","1BE20mP","20/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","1BE20m","1BE","1BEP"," ","1BE20m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__"
"75","1","BE","20m","P","1BE20mP","20/6","Neuroptera","","","",0,"1","","","__","_","1BE20m","1BE","1BEP"," ","1BE20m 1","Neuroptera___","O_Neuroptera___"
"76","1","BE","20m","P","1BE20mP","20/6","Opiliones","Phalangiidae","Phalangium","opilio",1,"1","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","1BE20m","1BE","1BEP","Phalangium opilio","1BE20m 1","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio"
"77","1","BF","00m","B","1BF00mB","22/6","Araneae","Araneidae","","",1,"1","","","Araneidae__","Araneidae_","1BF00m","1BF","1BFB"," ","1BF00m 1","Araneae_Araneidae__","F_Araneae_Araneidae__"
"78","1","BF","00m","B","1BF00mB","22/6","Araneae","Linyphiidae","Tenuiphantes","sp.",2,"1","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","1BF00m","1BF","1BFB","Tenuiphantes sp.","1BF00m 1","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp."
"79","1","BF","00m","B","1BF00mB","22/6","Araneae","Salticidae","Salticus","scenicus",1,"1","x","x","Salticidae_Salticus_scenicus","Salticidae_Salticus","1BF00m","1BF","1BFB","Salticus scenicus","1BF00m 1","Araneae_Salticidae_Salticus_scenicus","S_Araneae_Salticidae_Salticus_scenicus"
"80","1","BF","00m","B","1BF00mB","22/6","Araneae","Theridiidae","","",1,"1","","","Theridiidae__","Theridiidae_","1BF00m","1BF","1BFB"," ","1BF00m 1","Araneae_Theridiidae__","F_Araneae_Theridiidae__"
"81","1","BF","00m","B","1BF00mB","22/6","Araneae","Thomisidae","Synema","globosum",1,"1","x","x","Thomisidae_Synema_globosum","Thomisidae_Synema","1BF00m","1BF","1BFB","Synema globosum","1BF00m 1","Araneae_Thomisidae_Synema_globosum","S_Araneae_Thomisidae_Synema_globosum"
"82","1","BF","00m","B","1BF00mB","22/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","1BF00m","1BF","1BFB"," ","1BF00m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__"
"83","1","BF","00m","B","1BF00mB","22/6","Neuroptera","","","",0,"1","","","__","_","1BF00m","1BF","1BFB"," ","1BF00m 1","Neuroptera___","O_Neuroptera___"
"84","1","BF","00m","B","1BF00mB","22/6","Opiliones","Phalangiidae","Phalangium","opilio",2,"1","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","1BF00m","1BF","1BFB","Phalangium opilio","1BF00m 1","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio"
"85","1","BF","05m","B","1BF05mB","22/6","Araneae","Linyphiidae","","",1,"1","","","Linyphiidae__","Linyphiidae_","1BF05m","1BF","1BFB"," ","1BF05m 1","Araneae_Linyphiidae__","F_Araneae_Linyphiidae__"
"86","1","BF","05m","B","1BF05mB","22/6","Araneae","Philodromidae","Philodromus","sp.",1,"1","","x","Philodromidae_Philodromus_sp.","Philodromidae_Philodromus","1BF05m","1BF","1BFB","Philodromus sp.","1BF05m 1","Araneae_Philodromidae_Philodromus_sp.","G_Araneae_Philodromidae_Philodromus_sp."
"87","1","BF","05m","B","1BF05mB","22/6","Araneae","Salticidae","Salticus","sp.",2,"1","","x","Salticidae_Salticus_sp.","Salticidae_Salticus","1BF05m","1BF","1BFB","Salticus sp.","1BF05m 1","Araneae_Salticidae_Salticus_sp.","G_Araneae_Salticidae_Salticus_sp."
"88","1","BF","05m","B","1BF05mB","22/6","Araneae","Thomisidae","Xysticus","sp.",2,"1","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","1BF05m","1BF","1BFB","Xysticus sp.","1BF05m 1","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp."
"89","1","BF","05m","B","1BF05mB","22/6","Dermaptera","Forficulidae","Forficula","auricularia",2,"1","x","x","Forficulidae_Forficula_auricularia","Forficulidae_Forficula","1BF05m","1BF","1BFB","Forficula auricularia","1BF05m 1","Dermaptera_Forficulidae_Forficula_auricularia","S_Dermaptera_Forficulidae_Forficula_auricularia"
"90","1","BF","05m","B","1BF05mB","22/6","Neuroptera","","","",0,"1","","","__","_","1BF05m","1BF","1BFB"," ","1BF05m 1","Neuroptera___","O_Neuroptera___"
"91","1","BF","05m","B","1BF05mB","22/6","Opiliones","Phalangiidae","","",2,"1","","","Phalangiidae__","Phalangiidae_","1BF05m","1BF","1BFB"," ","1BF05m 1","Opiliones_Phalangiidae__","F_Opiliones_Phalangiidae__"
"92","1","BF","20m","B","1BF20mB","22/6","Araneae","Linyphiidae","","",1,"1","","","Linyphiidae__","Linyphiidae_","1BF20m","1BF","1BFB"," ","1BF20m 1","Araneae_Linyphiidae__","F_Araneae_Linyphiidae__"
