"","couple","bande","mod","date","annee","ini","restant","paras","pred","Tx_pred","Tx_para","session","code2","code3","code2_session"
"1012","1","BF","05m","9/7/18","2018",10,6,0,4,0.4,0,"1","1BF05m","1BF","1BF05m 1"
"1013","1","BF","05m","9/7/18","2018",10,7,0,3,0.3,0,"1","1BF05m","1BF","1BF05m 1"
"1014","1","BF","20m","9/7/18","2018",10,5,0,5,0.5,0,"1","1BF20m","1BF","1BF20m 1"
"1015","1","BF","20m","9/7/18","2018",10,1,0,9,0.9,0,"1","1BF20m","1BF","1BF20m 1"
"1016","1","BF","20m","9/7/18","2018",10,8,0,2,0.2,0,"1","1BF20m","1BF","1BF20m 1"
"1017","1","BF","20m","9/7/18","2018",10,10,0,0,0,0,"1","1BF20m","1BF","1BF20m 1"
"1018","2","BE","00m","9/7/18","2018",10,8,0,2,0.2,0,"1","2BE00m","2BE","2BE00m 1"
"1019","2","BE","00m","9/7/18","2018",10,8,0,2,0.2,0,"1","2BE00m","2BE","2BE00m 1"
"1020","2","BE","00m","9/7/18","2018",10,5,0,5,0.5,0,"1","2BE00m","2BE","2BE00m 1"
"1021","2","BE","00m","9/7/18","2018",10,7,0,3,0.3,0,"1","2BE00m","2BE","2BE00m 1"
"1022","2","BE","05m","9/7/18","2018",10,7,0,3,0.3,0,"1","2BE05m","2BE","2BE05m 1"
"1023","2","BE","05m","9/7/18","2018",10,8,0,2,0.2,0,"1","2BE05m","2BE","2BE05m 1"
"1024","2","BE","05m","9/7/18","2018",10,7,0,3,0.3,0,"1","2BE05m","2BE","2BE05m 1"
"1025","2","BE","05m","9/7/18","2018",10,9,0,1,0.1,0,"1","2BE05m","2BE","2BE05m 1"
"1026","2","BE","20m","9/7/18","2018",10,9,0,1,0.1,0,"1","2BE20m","2BE","2BE20m 1"
"1027","2","BE","20m","9/7/18","2018",10,10,0,0,0,0,"1","2BE20m","2BE","2BE20m 1"
"1028","2","BE","20m","9/7/18","2018",10,9,0,1,0.1,0,"1","2BE20m","2BE","2BE20m 1"
"1029","2","BE","20m","9/7/18","2018",10,7,0,3,0.3,0,"1","2BE20m","2BE","2BE20m 1"
"1030","2","BF","00m","9/7/18","2018",10,5,0,5,0.5,0,"1","2BF00m","2BF","2BF00m 1"
"1031","2","BF","00m","9/7/18","2018",10,9,0,1,0.1,0,"1","2BF00m","2BF","2BF00m 1"
"1032","2","BF","00m","9/7/18","2018",10,1,0,9,0.9,0,"1","2BF00m","2BF","2BF00m 1"
"1033","2","BF","00m","9/7/18","2018",10,9,0,1,0.1,0,"1","2BF00m","2BF","2BF00m 1"
"1034","2","BF","05m","9/7/18","2018",10,8,0,2,0.2,0,"1","2BF05m","2BF","2BF05m 1"
"1035","2","BF","05m","9/7/18","2018",10,9,0,1,0.1,0,"1","2BF05m","2BF","2BF05m 1"
"1036","2","BF","05m","9/7/18","2018",10,6,0,4,0.4,0,"1","2BF05m","2BF","2BF05m 1"
"1037","2","BF","05m","9/7/18","2018",10,6,0,4,0.4,0,"1","2BF05m","2BF","2BF05m 1"
"1038","2","BF","20m","9/7/18","2018",10,8,0,2,0.2,0,"1","2BF20m","2BF","2BF20m 1"
"1039","2","BF","20m","9/7/18","2018",10,8,0,2,0.2,0,"1","2BF20m","2BF","2BF20m 1"
"1040","2","BF","20m","9/7/18","2018",10,6,0,4,0.4,0,"1","2BF20m","2BF","2BF20m 1"
"1041","2","BF","20m","9/7/18","2018",10,3,0,7,0.7,0,"1","2BF20m","2BF","2BF20m 1"
"1042","6","BE","00m","9/7/18","2018",10,7,0,3,0.3,0,"1","6BE00m","6BE","6BE00m 1"
"1043","6","BE","00m","9/7/18","2018",10,1,0,9,0.9,0,"1","6BE00m","6BE","6BE00m 1"
"1044","6","BE","00m","9/7/18","2018",10,6,0,4,0.4,0,"1","6BE00m","6BE","6BE00m 1"
"1045","6","BE","00m","9/7/18","2018",10,4,0,6,0.6,0,"1","6BE00m","6BE","6BE00m 1"
"1046","6","BE","05m","9/7/18","2018",10,6,0,4,0.4,0,"1","6BE05m","6BE","6BE05m 1"
"1047","6","BE","05m","9/7/18","2018",10,6,0,4,0.4,0,"1","6BE05m","6BE","6BE05m 1"
"1048","6","BE","05m","9/7/18","2018",10,8,0,2,0.2,0,"1","6BE05m","6BE","6BE05m 1"
"1049","6","BE","05m","9/7/18","2018",10,7,0,3,0.3,0,"1","6BE05m","6BE","6BE05m 1"
"1050","6","BE","20m","9/7/18","2018",10,9,0,1,0.1,0,"1","6BE20m","6BE","6BE20m 1"
"1051","6","BE","20m","9/7/18","2018",10,6,0,4,0.4,0,"1","6BE20m","6BE","6BE20m 1"
"1052","6","BE","20m","9/7/18","2018",10,0,0,10,1,0,"1","6BE20m","6BE","6BE20m 1"
"1053","6","BE","20m","9/7/18","2018",10,6,0,4,0.4,0,"1","6BE20m","6BE","6BE20m 1"
"1054","6","BF","00m","9/7/18","2018",10,9,0,1,0.1,0,"1","6BF00m","6BF","6BF00m 1"
"1055","6","BF","00m","9/7/18","2018",10,6,0,4,0.4,0,"1","6BF00m","6BF","6BF00m 1"
"1056","6","BF","00m","9/7/18","2018",10,6,0,4,0.4,0,"1","6BF00m","6BF","6BF00m 1"
"1057","6","BF","00m","9/7/18","2018",10,9,0,1,0.1,0,"1","6BF00m","6BF","6BF00m 1"
"1058","6","BF","05m","9/7/18","2018",10,9,0,1,0.1,0,"1","6BF05m","6BF","6BF05m 1"
"1059","6","BF","05m","9/7/18","2018",10,9,0,1,0.1,0,"1","6BF05m","6BF","6BF05m 1"
"1060","6","BF","05m","9/7/18","2018",10,8,0,2,0.2,0,"1","6BF05m","6BF","6BF05m 1"
"1061","6","BF","05m","9/7/18","2018",10,7,0,3,0.3,0,"1","6BF05m","6BF","6BF05m 1"
"1062","6","BF","20m","9/7/18","2018",10,8,0,2,0.2,0,"1","6BF20m","6BF","6BF20m 1"
"1063","6","BF","20m","9/7/18","2018",10,3,0,7,0.7,0,"1","6BF20m","6BF","6BF20m 1"
"1064","6","BF","20m","9/7/18","2018",10,0,0,10,1,0,"1","6BF20m","6BF","6BF20m 1"
"1065","6","BF","20m","9/7/18","2018",10,9,0,1,0.1,0,"1","6BF20m","6BF","6BF20m 1"
"1066","7","BE","00m","9/7/18","2018",10,0,0,10,1,0,"1","7BE00m","7BE","7BE00m 1"
"1067","7","BE","00m","9/7/18","2018",10,5,0,5,0.5,0,"1","7BE00m","7BE","7BE00m 1"
"1068","7","BE","00m","9/7/18","2018",10,8,0,2,0.2,0,"1","7BE00m","7BE","7BE00m 1"
"1069","7","BE","00m","9/7/18","2018",10,0,0,10,1,0,"1","7BE00m","7BE","7BE00m 1"
"1070","7","BE","05m","9/7/18","2018",10,9,0,1,0.1,0,"1","7BE05m","7BE","7BE05m 1"
"1071","7","BE","05m","9/7/18","2018",10,7,0,3,0.3,0,"1","7BE05m","7BE","7BE05m 1"
"1072","7","BE","05m","9/7/18","2018",10,8,0,2,0.2,0,"1","7BE05m","7BE","7BE05m 1"
"1073","7","BE","05m","9/7/18","2018",10,7,0,3,0.3,0,"1","7BE05m","7BE","7BE05m 1"
"1074","7","BE","20m","9/7/18","2018",10,0,0,10,1,0,"1","7BE20m","7BE","7BE20m 1"
"1075","7","BE","20m","9/7/18","2018",10,8,0,2,0.2,0,"1","7BE20m","7BE","7BE20m 1"
"1076","7","BE","20m","9/7/18","2018",10,8,0,2,0.2,0,"1","7BE20m","7BE","7BE20m 1"
"1077","7","BE","20m","9/7/18","2018",10,5,0,5,0.5,0,"1","7BE20m","7BE","7BE20m 1"
"1078","7","BF","00m","9/7/18","2018",10,0,0,10,1,0,"1","7BF00m","7BF","7BF00m 1"
"1079","7","BF","00m","9/7/18","2018",10,8,0,2,0.2,0,"1","7BF00m","7BF","7BF00m 1"
"1080","7","BF","00m","9/7/18","2018",10,9,0,1,0.1,0,"1","7BF00m","7BF","7BF00m 1"
"1081","7","BF","00m","9/7/18","2018",10,7,0,3,0.3,0,"1","7BF00m","7BF","7BF00m 1"
"1082","7","BF","05m","9/7/18","2018",10,8,0,2,0.2,0,"1","7BF05m","7BF","7BF05m 1"
"1083","7","BF","05m","9/7/18","2018",10,7,0,3,0.3,0,"1","7BF05m","7BF","7BF05m 1"
"1084","7","BF","05m","9/7/18","2018",10,9,0,1,0.1,0,"1","7BF05m","7BF","7BF05m 1"
"1085","7","BF","05m","9/7/18","2018",10,0,0,10,1,0,"1","7BF05m","7BF","7BF05m 1"
"1086","7","BF","20m","9/7/18","2018",10,6,0,4,0.4,0,"1","7BF20m","7BF","7BF20m 1"
"1087","7","BF","20m","9/7/18","2018",10,0,0,10,1,0,"1","7BF20m","7BF","7BF20m 1"
"1088","7","BF","20m","9/7/18","2018",10,7,0,3,0.3,0,"1","7BF20m","7BF","7BF20m 1"
"1089","7","BF","20m","9/7/18","2018",10,6,0,4,0.4,0,"1","7BF20m","7BF","7BF20m 1"
"1090","8","BE","00m","9/7/18","2018",10,9,0,1,0.1,0,"1","8BE00m","8BE","8BE00m 1"
"1091","8","BE","00m","9/7/18","2018",10,8,0,2,0.2,0,"1","8BE00m","8BE","8BE00m 1"
"1092","8","BE","00m","9/7/18","2018",10,9,0,1,0.1,0,"1","8BE00m","8BE","8BE00m 1"
"1093","8","BE","00m","9/7/18","2018",10,6,0,4,0.4,0,"1","8BE00m","8BE","8BE00m 1"
"1094","8","BE","05m","9/7/18","2018",10,7,0,3,0.3,0,"1","8BE05m","8BE","8BE05m 1"
"1095","8","BE","05m","9/7/18","2018",10,9,0,1,0.1,0,"1","8BE05m","8BE","8BE05m 1"
"1096","8","BE","05m","9/7/18","2018",10,8,0,2,0.2,0,"1","8BE05m","8BE","8BE05m 1"
"1097","8","BE","05m","9/7/18","2018",10,10,0,0,0,0,"1","8BE05m","8BE","8BE05m 1"
"1098","8","BE","20m","9/7/18","2018",10,8,0,2,0.2,0,"1","8BE20m","8BE","8BE20m 1"
"1099","8","BE","20m","9/7/18","2018",10,7,0,3,0.3,0,"1","8BE20m","8BE","8BE20m 1"
"1100","8","BE","20m","9/7/18","2018",10,8,0,2,0.2,0,"1","8BE20m","8BE","8BE20m 1"
"1101","8","BE","20m","9/7/18","2018",10,9,0,1,0.1,0,"1","8BE20m","8BE","8BE20m 1"
"1102","8","BF","00m","9/7/18","2018",10,8,0,2,0.2,0,"1","8BF00m","8BF","8BF00m 1"
"1103","8","BF","00m","9/7/18","2018",10,9,0,1,0.1,0,"1","8BF00m","8BF","8BF00m 1"
"1104","8","BF","00m","9/7/18","2018",10,8,0,2,0.2,0,"1","8BF00m","8BF","8BF00m 1"
"1105","8","BF","00m","9/7/18","2018",10,8,0,2,0.2,0,"1","8BF00m","8BF","8BF00m 1"
"1106","8","BF","05m","9/7/18","2018",10,5,0,5,0.5,0,"1","8BF05m","8BF","8BF05m 1"
"1107","8","BF","05m","9/7/18","2018",10,8,0,2,0.2,0,"1","8BF05m","8BF","8BF05m 1"
"1108","8","BF","05m","9/7/18","2018",10,8,0,2,0.2,0,"1","8BF05m","8BF","8BF05m 1"
"1109","8","BF","05m","9/7/18","2018",10,6,0,4,0.4,0,"1","8BF05m","8BF","8BF05m 1"
"1110","8","BF","20m","9/7/18","2018",10,10,0,0,0,0,"1","8BF20m","8BF","8BF20m 1"
"1111","8","BF","20m","9/7/18","2018",10,8,0,2,0.2,0,"1","8BF20m","8BF","8BF20m 1"
"1112","8","BF","20m","9/7/18","2018",10,6,0,4,0.4,0,"1","8BF20m","8BF","8BF20m 1"
"1113","8","BF","20m","9/7/18","2018",10,9,0,1,0.1,0,"1","8BF20m","8BF","8BF20m 1"
"1114","10","BE","00m","9/7/18","2018",10,7,0,3,0.3,0,"1","10BE00m","10BE","10BE00m 1"
"1115","10","BE","00m","9/7/18","2018",10,6,0,4,0.4,0,"1","10BE00m","10BE","10BE00m 1"
"1116","10","BE","00m","9/7/18","2018",10,7,0,3,0.3,0,"1","10BE00m","10BE","10BE00m 1"
"1117","10","BE","00m","9/7/18","2018",10,9,0,1,0.1,0,"1","10BE00m","10BE","10BE00m 1"
"1118","10","BE","05m","9/7/18","2018",10,8,0,2,0.2,0,"1","10BE05m","10BE","10BE05m 1"
"1119","10","BE","05m","9/7/18","2018",10,8,0,2,0.2,0,"1","10BE05m","10BE","10BE05m 1"
"1120","10","BE","05m","9/7/18","2018",10,9,0,1,0.1,0,"1","10BE05m","10BE","10BE05m 1"
"1121","10","BE","05m","9/7/18","2018",10,0,0,10,1,0,"1","10BE05m","10BE","10BE05m 1"
"1122","10","BE","20m","9/7/18","2018",10,0,0,10,1,0,"1","10BE20m","10BE","10BE20m 1"
"1123","10","BE","20m","9/7/18","2018",10,5,0,5,0.5,0,"1","10BE20m","10BE","10BE20m 1"
"1124","10","BE","20m","9/7/18","2018",10,8,0,2,0.2,0,"1","10BE20m","10BE","10BE20m 1"
"1125","10","BE","20m","9/7/18","2018",10,10,0,0,0,0,"1","10BE20m","10BE","10BE20m 1"
"1126","10","BF","00m","9/7/18","2018",10,0,0,10,1,0,"1","10BF00m","10BF","10BF00m 1"
"1127","10","BF","00m","9/7/18","2018",10,8,0,2,0.2,0,"1","10BF00m","10BF","10BF00m 1"
"1128","10","BF","00m","9/7/18","2018",10,7,0,3,0.3,0,"1","10BF00m","10BF","10BF00m 1"
"1129","10","BF","00m","9/7/18","2018",10,4,0,6,0.6,0,"1","10BF00m","10BF","10BF00m 1"
"1130","10","BF","05m","9/7/18","2018",10,5,0,5,0.5,0,"1","10BF05m","10BF","10BF05m 1"
"1131","10","BF","05m","9/7/18","2018",10,9,0,1,0.1,0,"1","10BF05m","10BF","10BF05m 1"
"1132","10","BF","05m","9/7/18","2018",10,7,0,3,0.3,0,"1","10BF05m","10BF","10BF05m 1"
"1133","10","BF","05m","9/7/18","2018",10,6,0,4,0.4,0,"1","10BF05m","10BF","10BF05m 1"
"1134","10","BF","20m","9/7/18","2018",10,7,0,3,0.3,0,"1","10BF20m","10BF","10BF20m 1"
"1135","10","BF","20m","9/7/18","2018",10,9,0,1,0.1,0,"1","10BF20m","10BF","10BF20m 1"
"1136","10","BF","20m","9/7/18","2018",10,8,0,2,0.2,0,"1","10BF20m","10BF","10BF20m 1"
"1137","10","BF","20m","9/7/18","2018",10,9,0,1,0.1,0,"1","10BF20m","10BF","10BF20m 1"
"1138","11","BE","00m","9/7/18","2018",10,10,0,0,0,0,"1","11BE00m","11BE","11BE00m 1"
"1139","11","BE","00m","9/7/18","2018",10,8,0,2,0.2,0,"1","11BE00m","11BE","11BE00m 1"
"1140","11","BE","00m","9/7/18","2018",10,10,0,0,0,0,"1","11BE00m","11BE","11BE00m 1"
"1141","11","BE","00m","9/7/18","2018",10,8,0,2,0.2,0,"1","11BE00m","11BE","11BE00m 1"
"1142","11","BE","05m","9/7/18","2018",10,7,0,3,0.3,0,"1","11BE05m","11BE","11BE05m 1"
"1143","11","BE","05m","9/7/18","2018",10,10,0,0,0,0,"1","11BE05m","11BE","11BE05m 1"
"1144","11","BE","05m","9/7/18","2018",10,0,0,10,1,0,"1","11BE05m","11BE","11BE05m 1"
"1145","11","BE","05m","9/7/18","2018",10,0,0,10,1,0,"1","11BE05m","11BE","11BE05m 1"
"1146","11","BE","20m","9/7/18","2018",10,7,0,3,0.3,0,"1","11BE20m","11BE","11BE20m 1"
"1147","11","BE","20m","9/7/18","2018",10,9,0,1,0.1,0,"1","11BE20m","11BE","11BE20m 1"
"1148","11","BE","20m","9/7/18","2018",10,6,0,4,0.4,0,"1","11BE20m","11BE","11BE20m 1"
"1149","11","BE","20m","9/7/18","2018",10,5,0,5,0.5,0,"1","11BE20m","11BE","11BE20m 1"
"1150","11","BF","00m","9/7/18","2018",10,1,0,9,0.9,0,"1","11BF00m","11BF","11BF00m 1"
"1151","11","BF","00m","9/7/18","2018",10,10,0,0,0,0,"1","11BF00m","11BF","11BF00m 1"
"1152","11","BF","00m","9/7/18","2018",10,8,0,2,0.2,0,"1","11BF00m","11BF","11BF00m 1"
"1153","11","BF","00m","9/7/18","2018",10,8,0,2,0.2,0,"1","11BF00m","11BF","11BF00m 1"
"1154","11","BF","05m","9/7/18","2018",10,9,0,1,0.1,0,"1","11BF05m","11BF","11BF05m 1"
"1155","11","BF","05m","9/7/18","2018",10,7,0,3,0.3,0,"1","11BF05m","11BF","11BF05m 1"
"1156","11","BF","05m","9/7/18","2018",10,3,0,7,0.7,0,"1","11BF05m","11BF","11BF05m 1"
"1157","11","BF","05m","9/7/18","2018",10,1,0,9,0.9,0,"1","11BF05m","11BF","11BF05m 1"
"1158","11","BF","20m","9/7/18","2018",10,0,0,10,1,0,"1","11BF20m","11BF","11BF20m 1"
"1159","11","BF","20m","9/7/18","2018",10,7,0,3,0.3,0,"1","11BF20m","11BF","11BF20m 1"
"1160","11","BF","20m","9/7/18","2018",10,7,0,3,0.3,0,"1","11BF20m","11BF","11BF20m 1"
"1161","11","BF","20m","9/7/18","2018",10,9,0,1,0.1,0,"1","11BF20m","11BF","11BF20m 1"
"1162","12","BE","00m","9/7/18","2018",10,6,0,4,0.4,0,"1","12BE00m","12BE","12BE00m 1"
"1163","12","BE","00m","9/7/18","2018",10,10,0,0,0,0,"1","12BE00m","12BE","12BE00m 1"
"1164","12","BE","00m","9/7/18","2018",10,0,0,10,1,0,"1","12BE00m","12BE","12BE00m 1"
"1165","12","BE","00m","9/7/18","2018",10,5,0,5,0.5,0,"1","12BE00m","12BE","12BE00m 1"
"1166","12","BE","05m","9/7/18","2018",10,8,0,2,0.2,0,"1","12BE05m","12BE","12BE05m 1"
"1167","12","BE","05m","9/7/18","2018",10,7,0,3,0.3,0,"1","12BE05m","12BE","12BE05m 1"
"1168","12","BE","05m","9/7/18","2018",10,7,0,3,0.3,0,"1","12BE05m","12BE","12BE05m 1"
"1169","12","BE","05m","9/7/18","2018",10,6,0,4,0.4,0,"1","12BE05m","12BE","12BE05m 1"
"1170","12","BE","20m","9/7/18","2018",10,8,0,2,0.2,0,"1","12BE20m","12BE","12BE20m 1"
"1171","12","BE","20m","9/7/18","2018",10,8,0,2,0.2,0,"1","12BE20m","12BE","12BE20m 1"
"1172","12","BE","20m","9/7/18","2018",10,4,0,6,0.6,0,"1","12BE20m","12BE","12BE20m 1"
"1173","12","BE","20m","9/7/18","2018",10,9,0,1,0.1,0,"1","12BE20m","12BE","12BE20m 1"
"1174","12","BF","00m","9/7/18","2018",10,8,0,2,0.2,0,"1","12BF00m","12BF","12BF00m 1"
"1175","12","BF","00m","9/7/18","2018",10,0,0,10,1,0,"1","12BF00m","12BF","12BF00m 1"
"1176","12","BF","00m","9/7/18","2018",10,8,0,2,0.2,0,"1","12BF00m","12BF","12BF00m 1"
"1177","12","BF","00m","9/7/18","2018",10,8,0,2,0.2,0,"1","12BF00m","12BF","12BF00m 1"
"1178","12","BF","05m","9/7/18","2018",10,7,0,3,0.3,0,"1","12BF05m","12BF","12BF05m 1"
"1179","12","BF","05m","9/7/18","2018",10,8,0,2,0.2,0,"1","12BF05m","12BF","12BF05m 1"
"1180","12","BF","05m","9/7/18","2018",10,8,0,2,0.2,0,"1","12BF05m","12BF","12BF05m 1"
"1181","12","BF","05m","9/7/18","2018",10,7,0,3,0.3,0,"1","12BF05m","12BF","12BF05m 1"
"1182","12","BF","20m","9/7/18","2018",10,0,0,10,1,0,"1","12BF20m","12BF","12BF20m 1"
"1183","12","BF","20m","9/7/18","2018",10,7,0,3,0.3,0,"1","12BF20m","12BF","12BF20m 1"
"1184","12","BF","20m","9/7/18","2018",10,8,0,2,0.2,0,"1","12BF20m","12BF","12BF20m 1"
"1185","12","BF","20m","9/7/18","2018",10,8,0,2,0.2,0,"1","12BF20m","12BF","12BF20m 1"
"1186","1","BE","00m","13/7/18","2018",10,8,0,2,0.2,0,"1","1BE00m","1BE","1BE00m 1"
"1187","1","BE","00m","13/7/18","2018",10,7,0,3,0.3,0,"1","1BE00m","1BE","1BE00m 1"
"1188","1","BE","00m","13/7/18","2018",10,8,0,2,0.2,0,"1","1BE00m","1BE","1BE00m 1"
"1189","1","BE","00m","13/7/18","2018",10,8,0,2,0.2,0,"1","1BE00m","1BE","1BE00m 1"
"1190","1","BE","05m","13/7/18","2018",10,7,0,3,0.3,0,"1","1BE05m","1BE","1BE05m 1"
"1191","1","BE","05m","13/7/18","2018",10,10,0,0,0,0,"1","1BE05m","1BE","1BE05m 1"
"1192","1","BE","05m","13/7/18","2018",10,8,0,2,0.2,0,"1","1BE05m","1BE","1BE05m 1"
"1193","1","BE","05m","13/7/18","2018",10,8,0,2,0.2,0,"1","1BE05m","1BE","1BE05m 1"
"1194","1","BE","20m","13/7/18","2018",10,9,0,1,0.1,0,"1","1BE20m","1BE","1BE20m 1"
"1195","1","BE","20m","13/7/18","2018",10,8,0,2,0.2,0,"1","1BE20m","1BE","1BE20m 1"
"1196","1","BE","20m","13/7/18","2018",10,9,0,1,0.1,0,"1","1BE20m","1BE","1BE20m 1"
"1197","1","BE","20m","13/7/18","2018",10,8,0,2,0.2,0,"1","1BE20m","1BE","1BE20m 1"
"1198","1","BF","00m","13/7/18","2018",10,8,0,2,0.2,0,"1","1BF00m","1BF","1BF00m 1"
"1199","1","BF","00m","13/7/18","2018",10,8,0,2,0.2,0,"1","1BF00m","1BF","1BF00m 1"
"1200","1","BF","00m","13/7/18","2018",10,9,0,1,0.1,0,"1","1BF00m","1BF","1BF00m 1"
"1201","1","BF","00m","13/7/18","2018",10,8,0,2,0.2,0,"1","1BF00m","1BF","1BF00m 1"
"1202","1","BF","05m","13/7/18","2018",10,8,0,2,0.2,0,"1","1BF05m","1BF","1BF05m 1"
"1203","1","BF","05m","13/7/18","2018",10,9,0,1,0.1,0,"1","1BF05m","1BF","1BF05m 1"
"1204","1","BF","05m","13/7/18","2018",10,7,0,3,0.3,0,"1","1BF05m","1BF","1BF05m 1"
"1205","1","BF","05m","13/7/18","2018",10,10,0,0,0,0,"1","1BF05m","1BF","1BF05m 1"
"1206","1","BF","20m","13/7/18","2018",10,10,0,0,0,0,"1","1BF20m","1BF","1BF20m 1"
"1207","1","BF","20m","13/7/18","2018",10,4,0,6,0.6,0,"1","1BF20m","1BF","1BF20m 1"
"1208","1","BF","20m","13/7/18","2018",10,9,0,1,0.1,0,"1","1BF20m","1BF","1BF20m 1"
"1209","1","BF","20m","13/7/18","2018",10,7,0,3,0.3,0,"1","1BF20m","1BF","1BF20m 1"
"1210","9","BE","00m","13/7/18","2018",10,9,0,1,0.1,0,"1","9BE00m","9BE","9BE00m 1"
"1211","9","BE","00m","13/7/18","2018",10,10,0,0,0,0,"1","9BE00m","9BE","9BE00m 1"
"1212","9","BE","00m","13/7/18","2018",10,8,0,2,0.2,0,"1","9BE00m","9BE","9BE00m 1"
"1213","9","BE","00m","13/7/18","2018",10,9,0,1,0.1,0,"1","9BE00m","9BE","9BE00m 1"
"1214","9","BE","05m","13/7/18","2018",10,10,0,0,0,0,"1","9BE05m","9BE","9BE05m 1"
"1215","9","BE","05m","13/7/18","2018",10,0,0,10,1,0,"1","9BE05m","9BE","9BE05m 1"
"1216","9","BE","05m","13/7/18","2018",10,9,0,1,0.1,0,"1","9BE05m","9BE","9BE05m 1"
"1217","9","BE","05m","13/7/18","2018",10,9,0,1,0.1,0,"1","9BE05m","9BE","9BE05m 1"
"1218","9","BE","20m","13/7/18","2018",10,9,0,1,0.1,0,"1","9BE20m","9BE","9BE20m 1"
"1219","9","BE","20m","13/7/18","2018",10,10,0,0,0,0,"1","9BE20m","9BE","9BE20m 1"
"1220","9","BE","20m","13/7/18","2018",10,9,0,1,0.1,0,"1","9BE20m","9BE","9BE20m 1"
"1221","9","BE","20m","13/7/18","2018",10,10,0,0,0,0,"1","9BE20m","9BE","9BE20m 1"
"1222","9","BF","00m","13/7/18","2018",10,7,0,3,0.3,0,"1","9BF00m","9BF","9BF00m 1"
"1223","9","BF","00m","13/7/18","2018",NA,NA,NA,NA,NA,NA,"1","9BF00m","9BF","9BF00m 1"
"1224","9","BF","00m","13/7/18","2018",10,8,0,2,0.2,0,"1","9BF00m","9BF","9BF00m 1"
"1225","9","BF","00m","13/7/18","2018",10,8,0,2,0.2,0,"1","9BF00m","9BF","9BF00m 1"
"1226","9","BF","05m","13/7/18","2018",10,5,0,5,0.5,0,"1","9BF05m","9BF","9BF05m 1"
"1227","9","BF","05m","13/7/18","2018",10,10,0,0,0,0,"1","9BF05m","9BF","9BF05m 1"
"1228","9","BF","05m","13/7/18","2018",10,10,0,0,0,0,"1","9BF05m","9BF","9BF05m 1"
"1229","9","BF","05m","13/7/18","2018",10,7,0,3,0.3,0,"1","9BF05m","9BF","9BF05m 1"
"1230","9","BF","20m","13/7/18","2018",10,9,0,1,0.1,0,"1","9BF20m","9BF","9BF20m 1"
"1231","9","BF","20m","13/7/18","2018",10,10,0,0,0,0,"1","9BF20m","9BF","9BF20m 1"
"1232","9","BF","20m","13/7/18","2018",10,7,0,3,0.3,0,"1","9BF20m","9BF","9BF20m 1"
"1233","9","BF","20m","13/7/18","2018",10,8,0,2,0.2,0,"1","9BF20m","9BF","9BF20m 1"
"1234","10","BE","00m","13/7/18","2018",10,9,0,1,0.1,0,"1","10BE00m","10BE","10BE00m 1"
"1235","10","BE","00m","13/7/18","2018",10,0,0,10,1,0,"1","10BE00m","10BE","10BE00m 1"
"1236","10","BE","00m","13/7/18","2018",10,8,0,2,0.2,0,"1","10BE00m","10BE","10BE00m 1"
"1237","10","BE","00m","13/7/18","2018",10,8,0,2,0.2,0,"1","10BE00m","10BE","10BE00m 1"
"1238","10","BE","05m","13/7/18","2018",10,9,0,1,0.1,0,"1","10BE05m","10BE","10BE05m 1"
